ID;Disciplina;Assunto;Assertiva;Gabarito;comentario;Assunto_Novo;Assunto_Corrigido
62;direiro previdenciário;Dos Dependentes (RGPS);Com o advento da Emenda Constitucional nº 103/2019 (Reforma da Previdência), o menor sob guarda judicial passou a constar expressamente no texto constitucional como dependente equiparado a filho para fins de recebimento de pensão por morte do RGPS.;E;A EC nº 103/2019 estabeleceu que se equiparam a filho, para fins de pensão por morte, EXCLUSIVAMENTE o enteado e o menor tutelado. O menor sob guarda foi assegurado pelo STF apenas para fatos geradores ocorridos até 13/11/2019 (data da publicação da EC 103/2019).;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
63;direiro previdenciário;Dos Dependentes (RGPS);O filho de um segurado do RGPS que atingir a idade de 21 anos manterá a sua condição de dependente de 1ª classe caso comprove que está regularmente matriculado e frequentando curso de ensino superior.;E;A condição de dependente do filho cessa aos 21 anos de idade, salvo se ele for inválido ou possuir deficiência intelectual, mental ou grave. O fato de estar cursando ensino superior (maior de 21 e menor de 24 anos) não prorroga a sua qualidade de dependente no RGPS.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
64;direiro previdenciário;Dos Dependentes (RGPS);O ex-cônjuge que, no momento da separação judicial, abriu mão e renunciou expressamente aos alimentos, perde definitivamente o direito à pensão por morte do ex-marido segurado, ainda que passe por dificuldades financeiras anos depois.;E;De acordo com a Súmula 336 do STJ, a mulher que renunciou aos alimentos na separação judicial tem direito à pensão previdenciária por morte do ex-marido, desde que comprove a necessidade econômica superveniente.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
65;direiro previdenciário;Dos Dependentes (RGPS);Caso o segurado falecido estivesse obrigado por decisão judicial a pagar pensão alimentícia temporária ao ex-cônjuge pelo prazo de 5 anos, e venha a falecer exatos 2 anos após essa determinação, a pensão por morte será devida ao ex-cônjuge pelo prazo máximo de 3 anos.;C;Segundo a Lei nº 13.846/2019, na hipótese de recebimento de pensão alimentícia temporária, a pensão por morte do RGPS será devida ao ex-cônjuge/ex-companheiro apenas pelo prazo remanescente da obrigação alimentar na data do óbito (neste caso, restavam 3 anos).;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
66;direiro previdenciário;Carência;Se um segurado falecer em virtude de um mal súbito natural (doença não profissional) após ter vertido 20 contribuições mensais ao RGPS, deixando uma viúva de 30 anos com quem estava casado há apenas 1 ano, a pensão por morte será paga à viúva por 10 anos.;E;A pensão por morte será paga por apenas 04 meses. Para que o prazo de duração siga a tabela de idades, o segurado precisa ter 18 ou mais contribuições E o casamento/união estável deve ter iniciado há pelo menos 2 anos da data do óbito. Como o casamento tinha apenas 1 ano, cai na regra dos 4 meses.;Carência;Carência
67;direiro previdenciário;Dos Dependentes (RGPS);Em caso de morte do segurado decorrente de acidente de qualquer natureza, a pensão por morte devida ao cônjuge sobrevivente seguirá o prazo estabelecido na tabela de idades, independentemente de o segurado ter vertido 18 contribuições ou do casamento ter mais de 2 anos.;C;A exigência mínima de 18 contribuições mensais e de 2 anos de casamento/união estável é afastada (não se aplica a regra de apenas 4 meses) se o óbito decorrer de acidente de qualquer natureza, doença profissional ou do trabalho, aplicando-se direto a tabela de idades.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
68;direiro previdenciário;Dos Dependentes (RGPS);O dependente será excluído definitivamente dessa condição se for condenado criminalmente, por sentença com trânsito em julgado, como partícipe em tentativa de homicídio doloso cometido contra a pessoa do segurado.;C;O §7º do art. 16 da Lei nº 8.213/91 exclui não apenas o autor, mas também o coautor e o partícipe de homicídio doloso (ou de TENTATIVA desse crime) contra o segurado, ressalvados os absolutamente incapazes e os inimputáveis.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
69;direiro previdenciário;Dos Dependentes (RGPS);Para que um filho inválido maior de 21 anos tenha direito de figurar como dependente na pensão por morte, a sua invalidez deve ter sido verificada por perito médico, ter ocorrido antes dele completar 21 anos, e persistir até o momento do óbito do segurado.;C;Esses são exatamente os três requisitos cumulativos exigidos para que o filho inválido seja considerado dependente após atingir a maioridade previdenciária (21 anos).;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
70;direiro previdenciário;Dos Dependentes (RGPS);A Emenda Constitucional nº 103/2019 vedou o reconhecimento prévio da invalidez ou deficiência do dependente, exigindo que a avaliação biopsicossocial seja realizada exclusivamente no momento do requerimento do benefício de pensão por morte.;E;A EC nº 103/2019 inovou ao permitir expressamente que a condição do dependente inválido ou com deficiência (intelectual, mental ou grave) possa ser reconhecida PREVIAMENTE ao óbito do segurado, mediante avaliação biopsicossocial.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
71;direiro previdenciário;Dos Dependentes (RGPS);Se o segurado falecer anos após ter deixado de contribuir, já tendo ultrapassado todo o seu período de graça (perda da qualidade de segurado), seus dependentes jamais terão direito ao recebimento da pensão por morte.;E;A Súmula nº 416 do STJ assegura que é devida a pensão por morte aos dependentes do segurado que, apesar de ter perdido essa qualidade, preenchia todos os requisitos legais para a obtenção de aposentadoria até a data do seu óbito.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
72;direiro previdenciário;Dos Dependentes (RGPS);Os pais do segurado integram a segunda classe de dependentes, e a sua dependência econômica em relação ao filho é presumida, bastando apresentar os documentos de identidade e certidão de nascimento para a inscrição.;E;A dependência econômica presumida é privilégio exclusivo dos dependentes de 1ª classe (cônjuge, companheiro e filhos). Os pais (2ª classe) devem comprovar a dependência econômica em relação ao filho mediante apresentação de início de prova material.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
73;direiro previdenciário;Dos Dependentes (RGPS);O irmão do segurado que possua 16 anos de idade será considerado dependente para fins previdenciários, desde que comprove dependência econômica em relação ao segurado e comprove a inexistência de dependentes de 1ª e 2ª classes.;C;O irmão pertence à 3ª classe de dependentes. Para ter direito ao benefício, exige-se a inexistência de dependentes nas classes superiores (1ª e 2ª) e a comprovação obrigatória de dependência econômica.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
74;direiro previdenciário;Dos Dependentes (RGPS);A emancipação do filho menor de 21 anos mediante a colação de grau em curso de ensino superior retira-lhe a condição de dependente do RGPS, exceto se ele for previamente considerado inválido.;C;A emancipação é causa legal de perda da qualidade de dependente. Contudo, se o filho for inválido, a emancipação por colação de grau não retira sua condição de dependente, mantendo-se a proteção enquanto durar a invalidez.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
75;direiro previdenciário;Dos Dependentes (RGPS);Quando o ex-cônjuge figurar como dependente por receber pensão alimentícia judicial, a sua cota no rateio da pensão por morte ficará rigidamente limitada ao valor em reais ou ao percentual que recebia a título de alimentos em vida do segurado.;E;Não importa o valor ou percentual da pensão alimentícia fixado pelo juiz. O valor total do benefício de pensão por morte será apurado pelas regras do RGPS e rateado em partes absolutamente IGUAIS entre o ex-cônjuge e os demais dependentes da 1ª classe.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
76;direiro previdenciário;Dos Dependentes (RGPS);Os dependentes que se encontram na mesma classe concorrem em igualdade de condições, de modo que o valor do benefício previdenciário concedido será dividido em partes iguais entre a esposa e os filhos do segurado oriundos de outro relacionamento.;C;Conforme o § 1º do art. 16 do Decreto nº 3.048/99, os dependentes de uma mesma classe concorrem sempre em igualdade de condições, dividindo-se o benefício em cotas iguais para todos.;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
77;direiro previdenciário;Dos Dependentes (RGPS);Se o cônjuge do segurado falecido for inválido na data do óbito, a pensão por morte lhe será garantida enquanto durar a invalidez. Caso a invalidez cesse no segundo mês de benefício, a pensão será cortada imediatamente, independentemente da idade do pensionista.;E;A legislação garante que, cessada a invalidez ou afastada a deficiência, serão respeitados os prazos normais mínimos a que o cônjuge teria direito caso não fosse inválido (ou seja, no mínimo 4 meses, ou a escala da tabela de idades aplicável ao seu caso).;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
78;direiro previdenciário;Dos Dependentes (RGPS);A legislação previdenciária e a jurisprudência enquadram a união estável homoafetiva na primeira classe de dependentes, exigindo-se para sua comprovação o início de prova material contemporânea dos fatos produzida nos 24 meses anteriores ao óbito.;C;A companheira e o companheiro de união homoafetiva são dependentes de 1ª classe, aplicando-se a eles as mesmas regras de comprovação de união estável dos casais heteroafetivos (prova material até 24 meses antes do fato gerador).;Dos Dependentes (RGPS);Dos Dependentes (RGPS)
